50,1000.45,997.427
100,1002.57,998.325
150,1005.99,1000.65
200,1008.38,1003.04
250,1010.54,1006.98
300,1013.5,1012.46
350,1017.31,1018.05
400,1020.72,1024.64
450,1022.62,1029.58
500,1023.25,1030.66
550,1023.02,1028.44
600,1021.99,1025.65
650,1020.36,1018.04
700,1018.21,1015.74
750,1015.89,1016.41
800,1013.74,1014.63
850,1011.93,1012.8
900,1010.41,1010.29
950,1009.47,1008
1000,1009.46,1003.28
1050,1011.92,1004.94
1100,1013.44,1003.15
1150,1016.15,1004.2
1200,1018.74,1006.02
1250,1021.87,1010.31
1300,1024.81,1018.18
1350,1027.15,1026.53
1400,1029.02,1035.83
1450,1030.2,1034.15
1500,1030.59,1030.39
1550,1030.39,1042.48
1600,1029.13,1030.75
1650,1026.96,1026.13
1700,1024.47,1021.27
1750,1021.54,1027.8
1800,1018.49,1013.47
1850,1016.57,1012.16
1900,1015.76,1001.76
1950,1015.52,999.726
2000,1016.02,998.223
2050,1016.39,1002.64
2100,1018.29,992.548
2150,1019.7,1001.54
2200,1021.52,1002.11
2250,1023.39,1005.35
2300,1027.93,1014.75
2350,1029.24,1021.64
2400,1029.97,1033.48
2450,1030.18,1026.28
2500,1029.88,1033.86
2550,1027.95,1035.49
2600,1025.5,1033.52
2650,1023.38,1016.14
2700,1019.64,1028
2750,1017.72,1007.83
2800,1017.86,994.447
2850,1017.04,985.82
2900,1017.47,972.207
2950,1017.29,990.276
3000,1018.17,1055.18
3050,1018.66,969.152
3100,1020.5,1026.73
3150,1022.57,1087.72
3200,1024.04,1001.18
3250,1025.57,1007.26
3300,1027.14,1000.15
3350,1026.79,1040.31
3400,1025.44,1012.15
3450,1024.14,1038.2
3500,1020.5,982.169
3550,1018.45,1017.1
3600,1018.38,1004.8
3650,1017.37,999.773
3700,1017.42,990.032
3750,1016.02,911.118
3800,1016.93,973.195
3850,1017.88,960.753
3900,1018.93,978.717
3950,1020.9,973.506
4000,1022.46,1015.38
4050,1023.39,986.352
4100,1024.34,999.069
4150,1025.3,1024.77
4200,1024.58,1054.11
4250,1023.66,952.659
4300,1022.74,958.739
4350,1022.12,931.206
4400,1021.16,931.166
4450,1021.23,966.255
4500,1020.76,899.522
4550,1021.65,960.72
4600,1022.1,792.032
4650,1022.9,893.718
4700,1023.61,960.219
4750,1022.8,949.684
4800,1022.08,887.127
4850,1020.93,888.622
4900,1020.58,927.997
4950,1021.27,999.363
5000,1022.34,1065.88
5050,1021.67,1033.15
5100,1022.02,980.771
5150,1020.69,976.85
5200,1020.18,1001.18
5250,1020.12,995.375
5300,1021.03,867.976
5350,1021.71,994.32
5400,1018.79,953.733
5450,1019.62,965.864
5500,1019.82,1029.07
5550,1021.26,911.595
5600,1021.2,952.468
5650,1024.92,986.648
5700,1025.71,889.951
5750,1026.34,849.625
5800,1027.16,869.196
5850,1026.3,974.271
5900,1024.48,912.172
5950,1025.02,993.815
6000,1027.62,959.032
6050,1025.95,1005.66
6100,1026.33,1021.61
6150,1026.13,1015.67
6200,1024.06,992.926
6250,1027.08,985.141
6300,1027.32,958.37
6350,1028.48,906.432
6400,1028.85,887.873
6450,1028.17,981.079
6500,1027.9,972.512
6550,1029.89,1006.85
6600,1031.39,952.744
6650,1032.14,1013.84
6700,1036,981
6750,1037.25,921.891
6800,1038.46,944.375
6850,1037.62,875.932
6900,1038.56,886.661
6950,1040.67,864.173
7000,1038.17,934.417
7050,1037.74,976.02
7100,1037.71,958.716
7150,1036.81,870.993
7200,1036.32,893.471
