50,0.013734
100,0.0218446
150,0.0312281
200,0.0446874
250,0.0568282
300,0.0693612
350,0.0752502
400,0.0806998
450,0.0919035
500,0.0956035
550,0.0966354
600,0.112587
650,0.110928
700,0.120365
750,0.123031
800,0.125638
850,0.13058
900,0.132545
950,0.137083
1000,0.192926
1050,0.202063
1100,0.19064
1150,0.18956
1200,0.222526
1250,0.215646
1300,0.205142
1350,0.197615
1400,0.191499
1450,0.18588
1500,0.180477
1550,0.175254
1600,0.170177
1650,0.165198
1700,0.16106
1750,0.158425
1800,0.1559
1850,0.153491
1900,0.151202
1950,0.149039
2000,0.147008
2050,0.145115
2100,0.143365
2150,0.141762
2200,0.140314
2250,0.139023
2300,0.137894
2350,0.136932
2400,0.13614
2450,0.135521
2500,0.135078
2550,0.134812
2600,0.134723
2650,0.134814
2700,0.0569864
2750,0.0548226
2800,0.0559467
2850,0.0574688
2900,0.0593583
2950,0.0615814
3000,0.0641035
3050,0.0668906
3100,0.0699112
3150,0.0731362
3200,0.0765399
3250,0.0800995
3300,0.0837951
3350,0.0876096
3400,0.0915279
3450,0.0955375
3500,0.0996272
3550,0.103788
3600,0.10801
3650,0.112289
3700,0.116616
3750,0.120988
3800,0.125399
3850,0.129846
3900,0.134325
3950,0.138832
4000,0.143366
4050,0.142952
4100,0.147726
4150,0.152508
4200,0.166723
4250,0.166298
4300,0.166741
4350,0.168819
4400,0.168054
4450,0.16892
4500,0.169923
4550,0.159468
4600,0.199392
4650,0.200455
4700,0.207006
4750,0.188695
4800,0.150389
4850,0.146346
4900,0.144096
4950,0.173264
5000,0.163206
5050,0.133175
5100,0.126512
5150,0.129476
5200,0.148784
5250,0.131081
5300,0.130815
5350,0.122107
5400,0.139041
5450,0.124146
5500,0.109017
5550,0.107577
5600,0.108694
5650,0.10258
5700,0.100372
5750,0.0980084
5800,0.0989609
5850,0.0909088
5900,0.0909258
5950,0.0798141
6000,0.0769622
6050,0.0701604
6100,0.0680356
6150,0.0628434
6200,0.0576766
6250,0.0527871
6300,0.0481611
6350,0.044962
6400,0.0417379
6450,0.03911
6500,0.036876
6550,0.0339925
6600,0.0315056
6650,0.0285649
6700,0.0327765
6750,0.0371804
6800,0.0416964
6850,0.0462916
6900,0.0509442
6950,0.0555922
7000,0.059942
7050,0.0635291
7100,0.0641226
7150,0.0685182
7200,0.0835714
7250,0.10324
7300,0.121375
7350,0.172849
7400,0.0965855
7450,0.0950734
7500,0.0842955
7550,0.082144
7600,0.0765047
7650,0.0738467
7700,0.0714223
7750,0.0694008
7800,0.0678059
7850,0.0668743
7900,0.0661246
7950,0.0655801
8000,0.0653087
8050,0.0654018
8100,0.0658516
8150,0.0666661
8200,0.0678415
8250,0.0693619
8300,0.0712027
8350,0.0733377
8400,0.075743
8450,0.0822435
8500,0.101736
8550,0.0880979
8600,0.0808032
8650,0.0744306
8700,0.0723658
8750,0.0690886
8800,0.0662118
8850,0.0639794
8900,0.0614915
8950,0.0596766
9000,0.0579388
9050,0.0556968
9100,0.0514533
9150,0.0492972
9200,0.0483251
9250,0.0515624
9300,0.0505556
9350,0.047822
9400,0.0458159
9450,0.0425399
9500,0.0387554
9550,0.0402387
9600,0.0367084
9650,0.0294548
9700,0.0247482
9750,0.020269
9800,0.0157754
9850,0.0151485
9900,0.0152989
9950,0.0156264
10000,0.0158758
10050,0.0153376
10100,0.0176468
10150,0.0209245
10200,0.0243476
10250,0.0282644
10300,0.0320581
10350,0.035608
10400,0.0387027
10450,0.0413923
10500,0.0434794
10550,0.0455661
10600,0.0472867
10650,0.0476917
10700,0.0484347
10750,0.0481721
10800,0.0481512
10850,0.0483803
10900,0.0496536
10950,0.0531767
11000,0.0544238
11050,0.0493908
11100,0.0464011
11150,0.0452464
11200,0.0422485
11250,0.0403314
11300,0.0375347
11350,0.0344682
11400,0.032101
11450,0.0315342
11500,0.031557
11550,0.0314284
11600,0.0317406
11650,0.0321626
11700,0.0320104
11750,0.0321597
11800,0.0308562
11850,0.03062
11900,0.0310019
11950,0.0313066
12000,0.0304191
12050,0.0293972
12100,0.0282197
12150,0.0270925
12200,0.0271011
12250,0.0286549
12300,0.0311755
12350,0.0310212
12400,0.0315447
12450,0.0317502
12500,0.0338818
12550,0.0337381
12600,0.032448
12650,0.0310627
12700,0.0274259
12750,0.0254617
12800,0.0284082
12850,0.0327707
12900,0.0375229
12950,0.0423563
13000,0.047212
13050,0.0400865
13100,0.0350865
13150,0.0372279
13200,0.0401704
13250,0.0432667
13300,0.0462797
13350,0.0208624
13400,0.0188954
13450,0.0213728
13500,0.0232788
13550,0.0251749
13600,0.0265809
13650,0.027626
13700,0.0288634
13750,0.0288721
13800,0.0302938
13850,0.0313888
13900,0.0318516
13950,0.0313922
14000,0.0307291
14050,0.0297099
14100,0.0289168
14150,0.0321349
14200,0.0367703
14250,0.0328616
14300,0.0270066
14350,0.028051
14400,0.0328901
14450,0.0377712
14500,0.0426707
14550,0.0460466
14600,0.0244838
14650,0.0223617
14700,0.0205833
14750,0.0199534
14800,0.0196326
14850,0.020488
14900,0.0212977
14950,0.0222792
15000,0.0229714
15050,0.0234207
15100,0.0238808
15150,0.0240203
15200,0.0251472
15250,0.0244127
15300,0.0240309
15350,0.0237202
15400,0.0229568
15450,0.0222745
15500,0.0235998
15550,0.0202821
15600,0.018879
15650,0.0170239
15700,0.0154144
15750,0.0137269
15800,0.0116658
15850,0.00968994
15900,0.00816285
15950,0.00671293
16000,0.00538294
16050,0.00469414
16100,0.00549075
16150,0.00573042
16200,0.00630732
16250,0.00785884
16300,0.00935337
16350,0.0106512
16400,0.0118688
16450,0.0129441
16500,0.0139865
16550,0.0148675
16600,0.015551
16650,0.0158952
16700,0.0161956
16750,0.0166602
16800,0.0168731
16850,0.0167391
16900,0.0168699
16950,0.0169772
17000,0.0173085
17050,0.0177618
17100,0.0182575
17150,0.0186804
17200,0.0189928
17250,0.0192277
17300,0.0193383
17350,0.0194682
17400,0.0196566
17450,0.0197336
17500,0.0197534
17550,0.0198219
17600,0.0198195
17650,0.0197286
17700,0.0195828
17750,0.0193797
17800,0.0190619
17850,0.0187073
17900,0.0183605
17950,0.0181089
18000,0.0178738
18050,0.017594
18100,0.0172677
18150,0.0169415
18200,0.0165439
18250,0.0160851
18300,0.0155911
18350,0.0150748
18400,0.014665
18450,0.0151467
18500,0.0134506
18550,0.0128408
18600,0.0122439
18650,0.01161
18700,0.0109496
18750,0.0102977
18800,0.00959612
18850,0.00880883
18900,0.00805794
18950,0.00729457
19000,0.00651824
19050,0.00575477
19100,0.00504106
19150,0.0042181
19200,0.00380374
19250,0.00394731
19300,0.0044704
19350,0.00499629
19400,0.00554584
19450,0.00605937
19500,0.00632832
19550,0.0067821
19600,0.00735941
19650,0.00830979
19700,0.00924919
19750,0.0101126
19800,0.0108595
19850,0.0115304
19900,0.0121145
19950,0.0126144
20000,0.0130807
