536 2 0.5 3500 0.2 2 0 2e-06 0 9.81 10 35
0,0.25,2.5,9.77106,-1.68874e-06,2.16326
0,0.25,2.5,10.2729,-3.42182e-06,2.18967
0,0.25,2.5,10.773,-2.99576e-06,2.19051
0,0.25,2.5,11.273,-3.64207e-06,2.19054
0,0.25,2.5,11.773,-4.03006e-06,2.19054
0,0.25,2.5,12.273,-4.53382e-06,2.19054
0,0.25,2.5,12.773,-4.7511e-06,2.19054
0,0.25,2.5,13.273,-4.91589e-06,2.19054
0,0.25,2.5,13.773,-4.96697e-06,2.19054
0,0.25,2.5,14.273,-4.99046e-06,2.19054
0,0.25,2.5,14.773,-4.9972e-06,2.19054
0,0.25,2.5,15.273,-4.99918e-06,2.19054
0,0.25,2.5,15.773,-4.99979e-06,2.19054
0,0.25,2.5,16.273,-5.00045e-06,2.19054
0,0.25,2.5,16.773,-5.01496e-06,2.19054
0,0.25,2.5,17.273,-5.11644e-06,2.19054
0,0.25,2.5,17.773,-5.33735e-06,2.19054
0,0.25,2.5,18.273,-5.6467e-06,2.19054
0,0.25,2.5,18.773,-6.42922e-06,2.19054
0,0.25,2.5,19.273,-2.5608e-05,2.19052
0,0.25,2.5,19.773,-8.99769e-05,2.19054
0,0.25,2.5,20.273,-0.000103025,2.19049
0,0.25,2.49999,20.773,-0.000327403,2.19053
0,0.25,2.49999,21.273,-0.000293609,2.19042
0,0.25,2.49997,21.773,-0.000879484,2.1905
0,0.25,2.49997,22.273,-0.000755538,2.19023
0,0.25,2.49992,22.773,-0.00224755,2.19043
0,0.25,2.49992,23.2729,-0.00209391,2.18954
0,0.25,2.49975,23.7729,-0.00646605,2.18945
0,0.25,2.49994,24.2708,-0.00166422,2.15623
0,0.25,3,9.78527,-2.1627e-05,2.3642
0,0.25,3,10.2852,-8.8358e-05,2.36246
0,0.25,3,10.7852,-2.717e-05,2.36288
0,0.25,3,11.2852,-2.02365e-05,2.36288
0,0.25,3,11.7852,-8.19895e-06,2.36289
0,0.25,3,12.2852,-4.90707e-06,2.36289
0,0.25,3,12.7852,-5.20122e-06,2.36289
0,0.25,3,13.2852,-5.44482e-06,2.36289
0,0.25,3,13.7852,-5.52795e-06,2.36289
0,0.25,3,14.2852,-5.57197e-06,2.36289
0,0.25,3,14.7852,-5.58639e-06,2.36289
0,0.25,3,15.2852,-5.59138e-06,2.36289
0,0.25,3,15.7852,-5.59292e-06,2.36289
0,0.25,3,16.2852,-5.90137e-06,2.36289
0,0.25,3,16.7852,-6.87432e-06,2.36289
0,0.25,3,17.2852,-1.52105e-05,2.36288
0,0.25,3,17.7852,-4.39026e-05,2.36289
0,0.25,3,18.2852,-3.86756e-05,2.36287
0,0.25,3,18.7852,-0.000102777,2.36288
0,0.25,3,19.2852,-8.66016e-05,2.36277
0,0.25,2.99999,19.7852,-0.000239063,2.36288
0,0.25,2.99999,20.2852,-0.000187152,2.36259
0,0.25,2.99998,20.7852,-0.000511328,2.36286
0,0.25,2.99999,21.2852,-0.00038695,2.36222
0,0.25,2.99997,21.7852,-0.00104977,2.36283
0,0.25,2.99998,22.2851,-0.000778319,2.36129
0,0.25,2.99994,22.7852,-0.00210517,2.36273
0,0.25,2.99996,23.285,-0.0014984,2.35825
0,0.25,2.99991,23.7852,-0.00380263,2.36216
0,0.25,2.99998,24.2851,-0.000950435,2.3573
0,0.25,3.5,9.78536,-5.40133e-07,2.36605
0,0.25,3.5,10.2854,-1.64437e-06,2.36613
0,0.25,3.5,10.7854,-3.52866e-06,2.36619
0,0.25,3.5,11.2854,-1.10962e-05,2.36613
0,0.25,3.5,11.7854,-4.73248e-06,2.36615
0,0.25,3.5,12.2854,-3.59092e-06,2.36613
0,0.25,3.5,12.7854,-3.98448e-06,2.36613
0,0.25,3.5,13.2854,-4.49437e-06,2.36613
0,0.25,3.5,13.7854,-4.66048e-06,2.36613
0,0.25,3.5,14.2854,-4.7972e-06,2.36613
0,0.25,3.5,14.7854,-4.83757e-06,2.36613
0,0.25,3.5,15.2854,-4.85768e-06,2.36613
0,0.25,3.5,15.7854,-4.86326e-06,2.36613
0,0.25,3.5,16.2854,-4.86508e-06,2.36613
0,0.25,3.5,16.7854,-4.88055e-06,2.36613
0,0.25,3.5,17.2854,-1.42654e-05,2.36608
0,0.25,3.5,17.7854,-4.347e-05,2.36613
0,0.25,3.5,18.2854,-4.06774e-05,2.36605
0,0.25,3.5,18.7854,-0.000112655,2.36612
0,0.25,3.5,19.2854,-8.05881e-05,2.36593
0,0.25,3.49999,19.7854,-0.000205115,2.36612
0,0.25,3.5,20.2853,-0.000138193,2.36572
0,0.25,3.49999,20.7854,-0.000344159,2.3661
0,0.25,3.49999,21.2853,-0.000233033,2.36529
0,0.25,3.49998,21.7854,-0.000586048,2.36606
0,0.25,3.49999,22.2853,-0.000348636,2.36441
0,0.25,3.49999,22.7854,-0.00077826,2.36596
0,0.25,3.50001,23.2853,-0.000159138,2.36268
0,0.25,3.50005,23.7854,0.000300803,2.3659
0,0.25,3.50001,24.2851,5.63215e-05,2.35847
0,0.25,4,9.78536,1.62174e-05,2.36614
0,0.25,4,10.2854,6.48996e-05,2.36616
0,0.25,4,10.7854,8.73525e-06,2.36618
0,0.25,4,11.2854,1.52687e-06,2.36617
0,0.25,4,11.7854,-8.07685e-07,2.36618
0,0.25,4,12.2854,-2.95256e-06,2.36617
0,0.25,4,12.7854,-3.30833e-06,2.36617
0,0.25,4,13.2854,-3.79425e-06,2.36617
0,0.25,4,13.7854,-3.95306e-06,2.36617
0,0.25,4,14.2854,-4.0919e-06,2.36617
0,0.25,4,14.7854,-4.13286e-06,2.36617
0,0.25,4,15.2854,-4.1543e-06,2.36617
0,0.25,4,15.7854,-4.16024e-06,2.36617
0,0.25,4,16.2854,-3.85391e-06,2.36617
0,0.25,4,16.7854,-2.90692e-06,2.36617
0,0.25,4,17.2854,-7.87562e-06,2.36611
0,0.25,4,17.7854,-2.06008e-05,2.36617
0,0.25,4,18.2854,-1.75104e-05,2.36607
0,0.25,4,18.7854,-4.1509e-05,2.36616
0,0.25,4,19.2854,-3.88969e-05,2.36592
0,0.25,4,19.7854,-0.000106265,2.36616
0,0.25,4,20.2853,-8.12519e-05,2.36565
0,0.25,3.99999,20.7854,-0.000213318,2.36614
0,0.25,4,21.2853,-0.000165084,2.36509
0,0.25,3.99999,21.7854,-0.00044749,2.36609
0,0.25,3.99999,22.2853,-0.000314509,2.36408
0,0.25,3.99998,22.7854,-0.000801746,2.36601
0,0.25,3.99998,23.2852,-0.000518844,2.36209
0,0.25,3.99994,23.7854,-0.00146731,2.36594
0,0.25,3.99999,24.2852,-0.00034832,2.36
0,0.25,4.5,9.78536,-3.47697e-06,2.36614
0,0.25,4.5,10.2854,-1.84276e-05,2.36616
0,0.25,4.5,10.7854,-1.21558e-05,2.36617
0,0.25,4.5,11.2854,-4.3721e-06,2.36618
0,0.25,4.5,11.7854,-7.79959e-07,2.36619
0,0.25,4.5,12.2854,-3.45404e-07,2.36617
0,0.25,4.5,12.7854,-4.23065e-07,2.36617
0,0.25,4.5,13.2854,-4.98011e-07,2.36617
0,0.25,4.5,13.7854,-5.3088e-07,2.36617
0,0.25,4.5,14.2854,-5.56581e-07,2.36617
0,0.25,4.5,14.7854,-5.65886e-07,2.36617
0,0.25,4.5,15.2854,-5.70503e-07,2.36617
