50,0.470816,0.47699,255
100,0.900877,0.919456,367
150,1.30232,1.39209,349
200,1.69149,1.86206,301
250,2.0723,2.28781,173
300,2.42915,2.59886,50
350,2.76126,3.14591,77
400,3.07206,3.4114,103
450,3.35796,3.61424,83
500,3.61466,3.8471,44
550,3.85552,4.06065,59
600,4.06854,3.86607,72
650,4.24713,4.13129,71
700,4.38263,5.17897,82
750,4.47665,5.45719,64
800,4.56844,5.17985,78
850,4.65304,5.05577,90
900,4.75162,5.23304,96
950,4.85933,5.73049,95
1000,4.99821,5.27036,84
1050,5.1127,5.8282,119
1100,5.22264,5.70224,102
1150,5.3416,5.21129,154
1200,5.44312,4.86707,198
1250,5.5528,5.63204,225
1300,5.66307,5.09407,237
1350,5.78557,4.9822,250
1400,5.91155,5.17506,216
1450,6.04922,5.91269,179
1500,6.19219,4.80405,217
1550,6.32782,5.64104,248
1600,6.47257,5.5208,241
1650,6.59474,5.03567,282
1700,6.7048,5.10274,268
1750,6.82681,4.6442,248
1800,6.93114,4.92941,278
1850,7.01064,5.21606,264
1900,7.08971,5.14313,263
1950,7.15541,5.3516,274
2000,7.21374,5.50676,293
2050,7.2744,5.33529,297
2100,7.34937,5.12053,302
2150,7.40786,4.85777,292
2200,7.45481,5.22227,323
2250,7.50098,4.97108,332
2300,7.58324,5.25828,344
2350,7.61942,4.84116,341
2400,7.69385,4.60698,364
2450,7.74005,4.52959,379
2500,7.78803,5.81802,384
2550,7.8138,5.20637,396
2600,7.85408,5.37521,401
2650,7.90847,4.5684,393
2700,7.96533,4.86673,383
2750,8.00248,5.20832,386
2800,8.02508,5.23594,417
2850,8.06069,5.48898,412
2900,8.08033,5.80848,424
2950,8.07828,5.09617,452
3000,8.07292,4.54495,448
3050,8.10101,3.99851,451
3100,8.12302,4.51729,465
3150,8.13155,5.03089,460
3200,8.13502,4.88494,497
3250,8.14906,4.74417,483
3300,8.15107,4.87536,471
3350,8.14844,5.45974,497
3400,8.15284,4.74792,485
3450,8.15135,4.74605,496
3500,8.15241,5.12096,520
3550,8.15678,5.32857,481
3600,8.13225,5.58731,495
3650,8.12714,5.68477,513
3700,8.0921,4.8562,540
3750,8.02948,4.35993,522
3800,7.96114,4.63012,496
